,Explanation,Metric Result
10,(0.0<=Nitrogen<46.67 & 51.67<=Phosphorus<98.33 & 5.0<=Potassium<71.67 & 8.83<=Temperature<20.44 & 42.83<=Humidity<71.41 & 5.65<=pH_Value<7.79 & 20.21<=Rainfall<112.99 & ~5.0<=Phosphorus<51.67 & ~20.44<=Temperature<32.06 & ~14.26<=Humidity<42.83 & ~71.41<=Humidity<99.98 & ~7.79<=pH_Value<9.94) | (0.0<=Nitrogen<46.67 & 51.67<=Phosphorus<98.33 & 5.0<=Potassium<71.67 & 20.44<=Temperature<32.06 & 42.83<=Humidity<71.41 & 5.65<=pH_Value<7.79 & 20.21<=Rainfall<112.99 & ~5.0<=Phosphorus<51.67 & ~8.83<=Temperature<20.44 & ~14.26<=Humidity<42.83 & ~71.41<=Humidity<99.98 & ~7.79<=pH_Value<9.94),84.03225806451613
11,(46.67<=Nitrogen<93.33 & 5.0<=Phosphorus<51.67 & 5.0<=Potassium<71.67 & 8.83<=Temperature<20.44 & 42.83<=Humidity<71.41 & 5.65<=pH_Value<7.79 & 20.21<=Rainfall<112.99 & ~0.0<=Nitrogen<46.67 & ~93.33<=Nitrogen<140.0 & ~51.67<=Phosphorus<98.33 & ~20.44<=Temperature<32.06 & ~71.41<=Humidity<99.98 & ~112.99<=Rainfall<205.78) | (46.67<=Nitrogen<93.33 & 5.0<=Phosphorus<51.67 & 5.0<=Potassium<71.67 & 20.44<=Temperature<32.06 & 42.83<=Humidity<71.41 & 5.65<=pH_Value<7.79 & 20.21<=Rainfall<112.99 & ~0.0<=Nitrogen<46.67 & ~93.33<=Nitrogen<140.0 & ~51.67<=Phosphorus<98.33 & ~8.83<=Temperature<20.44 & ~71.41<=Humidity<99.98 & ~112.99<=Rainfall<205.78) | (46.67<=Nitrogen<93.33 & 51.67<=Phosphorus<98.33 & 5.0<=Potassium<71.67 & 8.83<=Temperature<20.44 & 42.83<=Humidity<71.41 & 5.65<=pH_Value<7.79 & 20.21<=Rainfall<112.99 & ~0.0<=Nitrogen<46.67 & ~93.33<=Nitrogen<140.0 & ~5.0<=Phosphorus<51.67 & ~20.44<=Temperature<32.06 & ~71.41<=Humidity<99.98 & ~112.99<=Rainfall<205.78) | (93.33<=Nitrogen<140.0 & 5.0<=Phosphorus<51.67 & 5.0<=Potassium<71.67 & 8.83<=Temperature<20.44 & 42.83<=Humidity<71.41 & 5.65<=pH_Value<7.79 & 20.21<=Rainfall<112.99 & ~0.0<=Nitrogen<46.67 & ~46.67<=Nitrogen<93.33 & ~51.67<=Phosphorus<98.33 & ~20.44<=Temperature<32.06 & ~71.41<=Humidity<99.98 & ~112.99<=Rainfall<205.78),70.19459725757451
12,0.0<=Nitrogen<46.67 & 5.0<=Phosphorus<51.67 & 5.0<=Potassium<71.67 & 42.83<=Humidity<71.41 & 20.21<=Rainfall<112.99 & ~46.67<=Nitrogen<93.33 & ~51.67<=Phosphorus<98.33 & ~71.41<=Humidity<99.98,88.83059739380606
13,(0.0<=Nitrogen<46.67 & 5.0<=Phosphorus<51.67 & 5.0<=Potassium<71.67 & 20.44<=Temperature<32.06 & 42.83<=Humidity<71.41 & 7.79<=pH_Value<9.94 & 20.21<=Rainfall<112.99 & ~46.67<=Nitrogen<93.33 & ~51.67<=Phosphorus<98.33 & ~8.83<=Temperature<20.44 & ~14.26<=Humidity<42.83 & ~71.41<=Humidity<99.98 & ~3.5<=pH_Value<5.65 & ~5.65<=pH_Value<7.79) | (0.0<=Nitrogen<46.67 & 51.67<=Phosphorus<98.33 & 5.0<=Potassium<71.67 & 20.44<=Temperature<32.06 & 14.26<=Humidity<42.83 & 7.79<=pH_Value<9.94 & 20.21<=Rainfall<112.99 & ~46.67<=Nitrogen<93.33 & ~5.0<=Phosphorus<51.67 & ~8.83<=Temperature<20.44 & ~42.83<=Humidity<71.41 & ~71.41<=Humidity<99.98 & ~3.5<=pH_Value<5.65 & ~5.65<=pH_Value<7.79) | (0.0<=Nitrogen<46.67 & 51.67<=Phosphorus<98.33 & 5.0<=Potassium<71.67 & 20.44<=Temperature<32.06 & 42.83<=Humidity<71.41 & 3.5<=pH_Value<5.65 & 20.21<=Rainfall<112.99 & ~46.67<=Nitrogen<93.33 & ~5.0<=Phosphorus<51.67 & ~8.83<=Temperature<20.44 & ~14.26<=Humidity<42.83 & ~71.41<=Humidity<99.98 & ~5.65<=pH_Value<7.79 & ~7.79<=pH_Value<9.94) | (0.0<=Nitrogen<46.67 & 51.67<=Phosphorus<98.33 & 5.0<=Potassium<71.67 & 20.44<=Temperature<32.06 & 42.83<=Humidity<71.41 & 7.79<=pH_Value<9.94 & 20.21<=Rainfall<112.99 & ~46.67<=Nitrogen<93.33 & ~5.0<=Phosphorus<51.67 & ~8.83<=Temperature<20.44 & ~14.26<=Humidity<42.83 & ~71.41<=Humidity<99.98 & ~3.5<=pH_Value<5.65 & ~5.65<=pH_Value<7.79),82.70440251572326
14,0.0<=Nitrogen<46.67 & 51.67<=Phosphorus<98.33 & 5.0<=Potassium<71.67 & 20.44<=Temperature<32.06 & 71.41<=Humidity<99.98 & 5.65<=pH_Value<7.79 & 20.21<=Rainfall<112.99 & ~5.0<=Phosphorus<51.67,69.0625
15,93.33<=Nitrogen<140.0 & 5.0<=Phosphorus<51.67 & 5.0<=Potassium<71.67 & 20.44<=Temperature<32.06 & 71.41<=Humidity<99.98 & 5.65<=pH_Value<7.79 & 20.21<=Rainfall<112.99 & ~0.0<=Nitrogen<46.67,69.62186659113439
16,(0.0<=Nitrogen<46.67 & 5.0<=Phosphorus<51.67 & 5.0<=Potassium<71.67 & 71.41<=Humidity<99.98 & 5.65<=pH_Value<7.79 & 112.99<=Rainfall<205.78 & ~20.44<=Temperature<32.06 & ~7.79<=pH_Value<9.94 & ~20.21<=Rainfall<112.99) | (0.0<=Nitrogen<46.67 & 5.0<=Phosphorus<51.67 & 5.0<=Potassium<71.67 & 8.83<=Temperature<20.44 & 71.41<=Humidity<99.98 & 5.65<=pH_Value<7.79 & 20.21<=Rainfall<112.99 & ~20.44<=Temperature<32.06 & ~7.79<=pH_Value<9.94 & ~112.99<=Rainfall<205.78) | (0.0<=Nitrogen<46.67 & 5.0<=Phosphorus<51.67 & 5.0<=Potassium<71.67 & 8.83<=Temperature<20.44 & 71.41<=Humidity<99.98 & 7.79<=pH_Value<9.94 & 20.21<=Rainfall<112.99 & ~20.44<=Temperature<32.06 & ~5.65<=pH_Value<7.79 & ~112.99<=Rainfall<205.78),60.50393700787402
17,(51.67<=Phosphorus<98.33 & 5.0<=Potassium<71.67 & 32.06<=Temperature<43.68 & 71.41<=Humidity<99.98 & 5.65<=pH_Value<7.79 & 20.21<=Rainfall<112.99 & ~93.33<=Nitrogen<140.0 & ~5.0<=Phosphorus<51.67 & ~20.44<=Temperature<32.06 & ~42.83<=Humidity<71.41 & ~112.99<=Rainfall<205.78 & ~205.78<=Rainfall<298.56) | (51.67<=Phosphorus<98.33 & 5.0<=Potassium<71.67 & 32.06<=Temperature<43.68 & 71.41<=Humidity<99.98 & 5.65<=pH_Value<7.79 & 112.99<=Rainfall<205.78 & ~93.33<=Nitrogen<140.0 & ~5.0<=Phosphorus<51.67 & ~20.44<=Temperature<32.06 & ~42.83<=Humidity<71.41 & ~20.21<=Rainfall<112.99 & ~205.78<=Rainfall<298.56),70.19459725757451
18,(0.0<=Nitrogen<46.67 & 51.67<=Phosphorus<98.33 & 5.0<=Potassium<71.67 & 20.44<=Temperature<32.06 & 14.26<=Humidity<42.83 & 3.5<=pH_Value<5.65 & 112.99<=Rainfall<205.78 & ~32.06<=Temperature<43.68 & ~42.83<=Humidity<71.41 & ~71.41<=Humidity<99.98 & ~5.65<=pH_Value<7.79 & ~20.21<=Rainfall<112.99) | (0.0<=Nitrogen<46.67 & 51.67<=Phosphorus<98.33 & 5.0<=Potassium<71.67 & 20.44<=Temperature<32.06 & 42.83<=Humidity<71.41 & 3.5<=pH_Value<5.65 & 112.99<=Rainfall<205.78 & ~32.06<=Temperature<43.68 & ~14.26<=Humidity<42.83 & ~71.41<=Humidity<99.98 & ~5.65<=pH_Value<7.79 & ~20.21<=Rainfall<112.99) | (0.0<=Nitrogen<46.67 & 51.67<=Phosphorus<98.33 & 5.0<=Potassium<71.67 & 20.44<=Temperature<32.06 & 42.83<=Humidity<71.41 & 5.65<=pH_Value<7.79 & 112.99<=Rainfall<205.78 & ~32.06<=Temperature<43.68 & ~14.26<=Humidity<42.83 & ~71.41<=Humidity<99.98 & ~3.5<=pH_Value<5.65 & ~20.21<=Rainfall<112.99) | (0.0<=Nitrogen<46.67 & 51.67<=Phosphorus<98.33 & 5.0<=Potassium<71.67 & 32.06<=Temperature<43.68 & 14.26<=Humidity<42.83 & 3.5<=pH_Value<5.65 & 112.99<=Rainfall<205.78 & ~20.44<=Temperature<32.06 & ~42.83<=Humidity<71.41 & ~71.41<=Humidity<99.98 & ~5.65<=pH_Value<7.79 & ~20.21<=Rainfall<112.99),76.48902821316614
19,(0.0<=Nitrogen<46.67 & 5.0<=Phosphorus<51.67 & 5.0<=Potassium<71.67 & 20.44<=Temperature<32.06 & 71.41<=Humidity<99.98 & 20.21<=Rainfall<112.99 & ~51.67<=Phosphorus<98.33 & ~8.83<=Temperature<20.44) | (0.0<=Nitrogen<46.67 & 5.0<=Phosphorus<51.67 & 5.0<=Potassium<71.67 & 8.83<=Temperature<20.44 & 71.41<=Humidity<99.98 & 20.21<=Rainfall<112.99 & ~51.67<=Phosphorus<98.33 & ~20.44<=Temperature<32.06 & ~5.65<=pH_Value<7.79),74.57235321312992
20,(46.67<=Nitrogen<93.33 & 5.0<=Phosphorus<51.67 & 5.0<=Potassium<71.67 & 20.44<=Temperature<32.06 & 71.41<=Humidity<99.98 & 205.78<=Rainfall<298.56 & ~0.0<=Nitrogen<46.67 & ~51.67<=Phosphorus<98.33 & ~20.21<=Rainfall<112.99 & ~112.99<=Rainfall<205.78) | (5.0<=Phosphorus<51.67 & 5.0<=Potassium<71.67 & 20.44<=Temperature<32.06 & 71.41<=Humidity<99.98 & 5.65<=pH_Value<7.79 & 205.78<=Rainfall<298.56 & ~0.0<=Nitrogen<46.67 & ~51.67<=Phosphorus<98.33 & ~20.21<=Rainfall<112.99 & ~112.99<=Rainfall<205.78) | (46.67<=Nitrogen<93.33 & 51.67<=Phosphorus<98.33 & 5.0<=Potassium<71.67 & 20.44<=Temperature<32.06 & 71.41<=Humidity<99.98 & 5.65<=pH_Value<7.79 & 205.78<=Rainfall<298.56 & ~0.0<=Nitrogen<46.67 & ~5.0<=Phosphorus<51.67 & ~20.21<=Rainfall<112.99 & ~112.99<=Rainfall<205.78),82.70440251572326
21,46.67<=Nitrogen<93.33 & 5.0<=Phosphorus<51.67 & 5.0<=Potassium<71.67 & 20.44<=Temperature<32.06 & 71.41<=Humidity<99.98 & 5.65<=pH_Value<7.79 & 20.21<=Rainfall<112.99 & ~0.0<=Nitrogen<46.67 & ~93.33<=Nitrogen<140.0 & ~51.67<=Phosphorus<98.33,70.16274864376129
